,feat_qqq_spy_rs_10d,feat_qqq_iwm_rs_10d,feat_tlt_return_5d,feat_gld_return_5d,feat_spy_qqq_spread_5d,feat_smh_qqq_rs_10d,feat_smh_return_5d,feat_hyg_tlt_spread_5d,feat_uup_return_5d,feat_uup_return_10d
2007-05-22,-0.004183741384835127,-0.005001642213928514,-0.013533520269261357,-0.020138322044604307,-0.008320809818856523,-0.006801268863191767,-0.0071885103272565365,0.017227745814168194,0.008093920289342638,0.00727862145198821
2007-05-23,-0.008396738118584546,-0.005177607337447099,-0.015705073855436735,-0.0009145969510566676,-0.0004742206993195719,-0.03884513389788191,-0.02216293228693489,0.015988482261004133,0.002820293943791574,0.005250369933961441
2007-05-24,-0.01044050511378769,-0.005039006143925717,-0.01074165716443376,-0.004764795115686282,0.0020830826462129304,-0.03802130397596226,-0.027762771473301973,0.011592195508269731,0.0020096923671937272,0.005647413653815159
2007-05-25,-0.012487353398362044,-0.008859847660918407,-0.0064419366919110654,-0.008852170808551718,-0.0005272938469880195,-0.038504391126308435,-0.023957016629615024,0.00842586760830133,0.00322190591831939,0.004030648271758253
2007-05-29,-0.003783514697362489,-0.012193635923361423,-0.009519461036974652,-0.009136569070361644,0.002287731867994802,-0.050244837169152734,-0.01832884994995654,0.006593575548320962,0.0008032312477941339,0.005244015972794003
2007-05-30,0.004235909379913583,-0.011043084958664351,-0.0023057061697914216,-0.007361898006223777,0.003978906990561137,-0.0592508521190529,-0.030034934810518332,0.0015506869951411595,0.0020071953981060098,0.010117361767006061
2007-05-31,0.007049140595151604,-0.016090682331201256,-0.0012718304204935027,0.0,-0.006612385312014357,-0.037540935513528884,0.002457677640987699,-0.0003337435628379959,0.001205330951433492,0.004029024282807603
2007-06-01,0.005483648281036535,-0.023431305835561744,-0.01132035763414918,0.026100423805502038,-0.007737524952200925,-0.026556702314523895,0.025228717912705978,0.0037667458496560835,0.0,0.0020096923671937272
2007-06-04,0.008842512444821482,-0.01813569363568024,-0.004515449545517969,0.024638103079295925,-0.008439566659658393,-0.025155790245624088,0.01737454763590285,-0.0035931741594416033,-0.003211558578727569,0.0
2007-06-05,0.005860699728992058,-0.008129271697721596,-0.01065305885182033,0.019978531702086633,-0.008238766284499377,-0.024496524913823814,0.005766142496651305,0.005068087805820354,-0.006420539603621878,-0.00562246553386514
2007-06-06,0.004246535682725483,-0.0024501052784284827,-0.013173091952716764,0.02611252177890311,-0.008142538573793767,-0.029642848615021533,0.0008294884023494209,0.004106232211731675,-0.006410250532086104,-0.004415921759348795
2007-06-07,0.01170324259130795,0.004903616364522412,-0.029057589565234854,-0.0042721814981016015,-0.0049550672909919324,-0.015090451594564458,-0.02778535775543245,0.016949002010768655,0.0016050966314706816,0.002812362255554257
2007-06-08,0.016382429143692034,0.005330996399358856,-0.02091358059026327,-0.03341362340648546,-0.008558084270192223,0.0017443820149813938,-0.007030782172840588,0.011780300418080425,0.004412379021460522,0.004412379021460522
2007-06-11,0.010563719826204077,0.003343450735610265,-0.028146146823157636,-0.027652599067755412,-0.0021968963286964627,0.0011264843118545809,-0.008132264625212438,0.016073935036960973,0.010873961280438715,0.0076274803380762535
2007-06-12,0.011439292428850223,0.015580531806719256,-0.036165775737240224,-0.03420226274704863,-0.0031600492366673505,0.0027637183753268513,-0.008736000149963563,0.020458955385545985,0.015751186835350595,0.009229516112848168
2007-06-13,0.007470304627166469,0.011761238484125913,-0.02423887187164675,-0.02830906157418489,0.0007542229145205415,0.028763977676045105,0.024861814702032525,0.011467271020749403,0.01612909428163012,0.009615452214343234
2007-06-14,0.001951546035298568,0.01009272913544601,-0.008942410581124771,-0.010113448368138545,0.0032067054264046657,0.02123504983295521,0.04931359495523635,0.0015690826024189475,0.010817326428975482,0.012439785914658996
2007-06-15,0.013388116050052634,0.011162418557376874,-0.0013126564003060892,0.009809985073853777,-0.004679529565561724,0.026069633963214045,0.04030499708703439,-0.0035841475244038357,0.0019967745699858153,0.0064179641176695945
2007-06-18,0.01193907954897,0.011388737725745335,-0.0004787089121118804,0.003863987817495529,-0.009781592329826783,0.03274238276192176,0.045367582412942475,-0.0017343513809527922,-0.0015936619489804738,0.009262969913130803
2007-06-19,0.005223841739255608,0.004496673592492062,0.023679473148375596,0.021528937841857276,-0.0020241067357968934,0.033763206193551554,0.04681897229264975,-0.019520862908237957,-0.0031809115276136835,0.012520172175958688
2007-06-20,0.009753887008517426,0.012128357547516622,0.0034801501158645554,0.0027894050609145182,-0.010463865567210906,0.038351978377752616,0.01832884994995676,-0.009948562522712256,-0.04285713853208939,-0.027419291078484176
2007-06-21,0.010689217152349606,0.008024580586575736,0.001203061487208723,-0.0006192092333154875,-0.013780604758556358,0.056618172612803885,0.03738311569187158,-0.006605388018217528,-0.005152562945907935,0.005609026527735983
2007-06-22,0.011381673610276977,0.007249619066721724,0.0008364164509759853,-0.0010794093519085335,-0.006622266187679138,0.03410666537846718,0.0020941888680547915,-0.004116967781475078,-0.005579887955241669,-0.0035942551636282127
2007-06-25,0.015634482024646568,0.010400020132601995,0.008381281199378865,-0.00800610727481299,-0.005779491844952633,0.028232751184396276,-0.010718950259140159,-0.018024483026078175,-0.001197078209744018,-0.0027888324207315796
2007-06-26,0.015242703643924882,0.0013474780302440426,-0.0007118052884462767,-0.028405686159022947,-0.012810038139254298,0.03344096228475424,-0.006840261326344521,-0.0072820482839074385,-0.0031910620135575662,-0.006361823055227034
2007-06-27,0.02042461620854108,-0.001673255589009659,0.008371166290960241,-0.016071718903437504,-0.00975770081678018,0.02944067384724569,0.02143995234152518,-0.010994859448599792,0.03772801889508681,-0.006746034569330539
2007-06-28,0.01992561545468896,0.002416110559961826,0.01297767141567907,-0.004646769419267893,-0.005919320730583655,0.020317986352379025,-0.013127370439227293,-0.022676992606755597,-0.0027888324207315796,-0.007927025732046178
2007-06-29,0.01414091523339045,0.01384183322802146,0.016833763094007193,-0.007872833372041699,-0.007352391637043376,-0.0005785991155041748,-0.006008347689935523,-0.031257823589121325,-0.002805675351995607,-0.008369907953134414
2007-07-02,0.012729048798223008,0.007837441220129415,0.012704816899969273,0.00915716801328692,-0.006880310928693456,0.003687505571824179,0.020084522158259732,-0.019520756228526226,-0.011186603234689452,-0.0123702902054601
2007-07-03,0.017691098031053842,0.011755717905464813,0.00629153362698287,0.01760451038491695,-0.004512671692316728,0.008122138870856555,0.02675492242472055,-0.017844955388208406,-0.011204509372149563,-0.014359817101469163
2007-07-05,0.021506183370704868,0.009305632510397288,-0.005929791292808684,0.011779488323682807,-0.01172398645116779,0.0008220248391703766,0.007774014922889982,-0.0057615274462600174,-0.007990441767992684,0.029436113589091262
2007-07-06,0.016770229063937547,0.008736060979234406,-0.009727160915056654,0.010893198334450682,-0.010909184397744687,-0.013365587832246839,0.02321333818743776,0.004340330057241326,-0.009988014108740506,-0.012748991631906903
2007-07-09,0.016614430463617325,0.011868415168510227,-0.01632029375991295,0.01727089883816446,-0.009351651120477422,-0.004173203336151454,0.035742460909878426,0.01681143463956003,-0.0036172929370985596,-0.006412819339459586
2007-07-10,0.022082397323050618,0.019139926652427253,-0.0010552698595266419,0.009074192521479896,-0.015100731365282005,0.0041851381563715595,0.013471514982372312,-0.002964373886643723,-0.0052524913441051035,-0.016380337042134374
2007-07-11,0.017124763840746127,0.018253137946135256,-0.005308445983983612,0.010812551756793631,-0.012647256167471643,-0.007737313127159529,0.007481964088895454,-0.0043172857814560706,-0.004856290422129983,-0.016006387442730863
2007-07-12,0.015548752761651796,0.027373036941143347,0.00250535773368199,0.024836984160182762,-0.0039733946876103765,-0.0002413389620337103,0.03419907050470905,-0.0055614024943999585,-0.011276709122265416,-0.019177045002681914
2007-07-13,0.01977178211103392,0.03177880121542165,0.009343540344169066,0.01647167041109121,-0.009061435150500285,-0.0017443927303059104,0.02447104500827435,-0.009343540344169066,-0.008474616061429852,-0.018377985585382617
2007-07-16,0.017507281916354644,0.027682181708510667,0.015397480715243494,0.00672992444005116,-0.008336123191562628,0.011328334212598934,0.02258308533606601,-0.018048219678949096,-0.009277992783005451,-0.012861724502339578
2007-07-17,0.025800916303482246,0.03875352340905991,-0.0036384691279046644,0.002133811741290348,-0.010719664095351744,0.016893022229345744,0.04933538747115729,0.0048197148303151804,-0.0024370987508416375,-0.007676789254853267
2007-07-18,0.024181262674920267,0.039733703240158125,0.010555021262684816,0.018031788831798012,-0.01154624211364963,0.0011848126330424869,0.032010243903249025,-0.009364947722980022,-0.002033315849950701,-0.0068797318997934065
2007-07-19,0.01484163898809876,0.03411425919888056,0.013804637379040141,0.01499553988947433,-0.010930431496845694,0.005054995690068065,0.004972574395130769,-0.01449681276443826,-0.0008146049302050207,-0.012082127989622937
2007-07-20,0.020885115326937598,0.04342739014695929,0.02017561007764579,0.02347422505547292,-0.01172411944022389,-0.007601152877984352,-0.007713301049672827,-0.027561134227928052,-0.003256000191278252,-0.011703022901191074
2007-07-23,0.0183490244890836,0.04611508928609909,0.008816268986605369,0.025068391575952198,-0.009967747324273413,-0.01266548552643798,-0.011166272244631736,-0.018758138690751158,-0.0008142732430743704,-0.01008471120480725
2007-07-24,0.01497741604508751,0.04680285155695407,0.014724938261130749,0.026159714383317434,-0.0043764691640536535,-0.019491915397276682,-0.049208294648151685,-0.031537435556037385,-0.008550451508106294,-0.010966711964258358
2007-07-25,0.014624450255122934,0.05134220684205215,0.012909265179437579,0.00420292356279206,-0.0031671747265309413,-0.009666107360209453,-0.028784115865326587,-0.03173040390080417,0.0008149368243253186,-0.001220036049586981
2007-07-26,0.03082803193422512,0.06732045223778482,0.021598735592902152,-0.02029548674818271,-0.01883378272865588,-0.03344228120399784,-0.04948045746168783,-0.05534102843966149,-0.0032613094768321194,-0.004073257728258395
2007-07-27,0.02627580214846481,0.06551383784760278,0.015355976138704541,-0.03211006377848524,-0.013499183472893028,-0.02384540632832699,-0.05391177202344333,-0.06277667320194769,0.006533272719782213,0.003256000191278474
2007-07-30,0.023153114087647086,0.05537347605588394,0.014099266939820776,-0.02519645096901335,-0.012443012608727044,-0.024180147516502992,-0.03889584181708605,-0.050189988919621786,0.006112453664798512,0.005293203214255193
2007-07-31,0.004884437504569572,0.037558297062944,0.017645742781878804,-0.024899959608423394,-0.00039136901790592926,-0.027635247133261487,-0.03228281734411831,-0.04484575498891008,0.012320297016867876,0.0036645014065534998
2007-08-01,0.007176424347990373,0.03788843677330034,0.009500633970792816,-0.014499270531823538,-0.0038022923671953146,-0.014465509661275466,-0.031170190079915616,-0.035750063788144604,0.004071676858478757,0.004889931842212647
2007-08-02,0.009270198264979657,0.03909755105982593,0.003676889570408015,0.0036557175657478957,0.010229103493728964,-0.023681597084527772,-0.013274293228505152,-0.010333331103659193,0.010224948556195601,0.006930292357737011
2007-08-03,0.011362722870229547,0.046787316912753285,0.007447313645392528,0.019568853503036054,0.0028499298426547526,-0.018378151482667082,-0.016962613236504276,0.0027589287124003548,-0.0073022437306846655,-0.0008166785606614768
2007-08-06,0.008907050322205956,0.04513213435641772,0.0029875001709447346,0.011403375981152042,0.004007757016678215,-0.017775375256287806,-0.020887708955525275,-0.004637794526294425,-0.006885381636968613,-0.0008150145483905025
2007-08-07,0.002717441333260462,0.02752797346495761,-0.005019420750907888,0.010487953059800104,-0.002342646397442083,-0.020484374909181202,-0.00873714130408143,0.0070753888856370795,-0.0024340554511524948,0.009856253279601823
2007-08-08,0.00040938890476049927,0.0033347626011648313,-0.011132716881504856,0.01274073007739207,0.0035951615262121983,-0.012825649336797751,0.007384035008299428,0.03373510541600744,-0.005677185341228963,-0.0016286241469254392
2007-08-09,-0.008308686422264011,-0.015271747263442825,-0.012249567412885853,-0.006526032920912916,-0.001940237395119171,0.004707989894265907,-0.008177298194111504,0.028022750704606136,0.00040479033297047273,0.010633877849496765
2007-08-10,-0.012071596548566932,-0.03284302514870896,-0.02103944578301331,-0.0017994113388654087,0.009280587017538311,0.01420995141467074,0.016446497919709424,0.03475080486605109,0.010625265066515288,0.0032454330606117576
2007-08-13,-0.00505298507513241,-0.015526538299302395,-0.010997812743771984,-0.003908516535727102,0.0010104483669814979,-0.00241184067623168,-0.0010666910807292096,0.034347354172156175,0.011419199595007257,0.004455192410838471
2007-08-14,0.0030856714588574086,-0.005377727003117561,-0.007567113653659474,-0.0028580389863418487,-0.0007488131489437055,-0.005431590047238366,-0.012286300783795778,0.015773878064961444,0.01504672344810154,0.012576043437718232
2007-08-15,-0.005133207729311917,-0.01219073556034489,0.001044525697138532,-0.009585134369104353,0.0015299868893274837,-0.006514110655993277,-0.054973880808288356,0.0009833013656852518,0.02243063730801853,0.01662610908147011
2007-08-16,-0.023393689390309502,-0.04437355409991839,0.00996755473480504,-0.011915655212434872,0.024740744494239242,0.010000225353003156,-0.0425531526343631,-0.008242210463502264,0.011736176700612555,0.012145717724457494
2007-08-17,-0.029549043113872298,-0.06151997204977644,0.008248130452716884,-0.023433942703097843,0.02051602011526721,0.009060663117133938,-0.03050401863676855,0.005684495314354443,0.008087374308190842,0.01879856987042272
2007-08-20,-0.019490067552379364,-0.060180101908489436,0.00590750024347253,-0.017204940430044058,0.01841648948479846,0.017201857857910063,-0.012279740942741424,-0.008936304307224363,0.007661312092852146,0.019167997739807374
2007-08-21,-0.007630073085817979,-0.045132078554985466,0.008086929267331344,-0.01840400066154413,0.008510051910374905,0.01975137650004455,0.00486750425646143,-0.008493938994887262,0.0016026008411285098,0.01667343818088418
2007-08-22,-0.003000098110136906,-0.025508551694451875,0.010086988366168503,-0.011038798697384333,0.001431767569107123,0.0014199975330404513,0.03407211659067921,-0.008366881457378517,-0.005584339503495905,0.016721037510514902
2007-08-23,-0.011455994310888173,-0.015431968379730376,0.003213206119555334,0.009740217230140624,-0.014659690531227731,-0.00609057561785975,0.03416665395100904,0.005905350655586616,-0.004400024414062398,0.007284512822539613
2007-08-24,-0.005421309302832911,-0.0006412460090237104,0.012213360380367355,0.016920449745809973,-0.01579639184643633,-0.019607567836749662,0.030916582536325565,-0.010708831488989823,-0.006016831796794353,0.00202188214050647
2007-08-27,-0.005891114014113574,-0.005517499960988048,0.016927697866123914,0.013206397022099248,-0.013042920574257044,-0.01195197172716389,0.0062162038442250545,0.0007938211212179525,-0.009203663239010673,-0.001612863282629995
2007-08-28,-0.0060035171266101806,-0.0042005151381566685,0.013751970190978735,0.007991342331414852,-0.002393912748642091,-0.01733826587785836,-0.023143181213210684,0.005690249919388268,-0.009599990844726403,-0.00801277495700048
2007-08-29,0.008179556840254287,0.002693355988748758,0.012626244713522361,0.010244620081242495,-0.009562552396719215,-0.012285045395433514,0.0005356721694498301,0.003030351768879669,-0.007621361080295319,-0.013163140316040156
2007-08-30,0.03389922972741921,0.04755832655590897,0.015900245009867975,0.007502763917950572,-0.019356862764972282,-0.0230188096394478,0.004566263382563829,-0.004253621717892786,-0.0016070313041208761,-0.005999984741210884
2007-08-31,0.03468744028163595,0.05085697488197005,0.011724516757963155,0.006201724836327527,-0.01888928985538285,-0.017642216838417712,0.005573224065070104,0.006502821475756759,0.0004035604763814593,-0.005615699475919
2007-09-04,0.03589937389702813,0.05056158513433484,0.0028309365520491347,0.02212790254911723,-0.02309920856330261,-0.01581669107936534,0.044319139032140686,0.009606874393224496,0.002827128197784079,-0.006402554977092523
2007-09-05,0.025697126725781727,0.041701724992076805,0.009156653481538823,0.030035086609161432,-0.023884750603699878,-0.01253120388375828,0.05730032712868738,0.007218777019325051,-0.0008077729232145447,-0.010400009155273393
2007-09-06,0.02075172428571692,0.03888107672910124,0.009294940869166268,0.04222795411554858,-0.01119617797986927,0.005995970049444077,0.036680128582368354,0.0024405168072336725,-0.0028294137215771897,-0.010429210818254875
2007-09-07,0.017853621701179323,0.026215494979128895,0.01677745224777194,0.05455921233114158,0.0015218645217652815,0.0008389707273470659,0.010962562317769153,-0.018663145353944866,-0.012877251103096121,-0.014463588261583227
2007-09-10,0.017422379188513748,0.03887796044639269,0.023852416877752525,0.04660261966262058,0.001513836056044382,0.002919336769125591,-0.002639178562468203,-0.03044234685721403,-0.011698301928891874,-0.011299462424809614
2007-09-11,0.01818819305776631,0.029005626154381847,0.026761549366732584,0.04567013775446016,0.004431228417946742,0.004824451978352684,-0.016718145782458893,-0.02597529058486847,-0.012082127989622937,-0.009289157516567559
2007-09-12,0.017682678986182365,0.03423382878331527,0.014786599579498683,0.04292483171515471,0.005421387660056176,-0.011276283172493407,-0.02084416922346466,-0.009874525746088159,-0.013338719755822348,-0.014135718022387778
2007-09-13,0.006598652207543632,0.034332992486099556,0.008310847441158176,0.017717124744255797,0.004451617172078981,-0.020272743100153257,-0.03331613829695823,-0.00634488910396569,-0.0077016835618169965,-0.010509306034245158
2007-09-14,-0.00039382531407350374,0.017632588269087313,-0.00431892997196115,0.008646757160954754,-0.0011524984534216909,-0.02490829085775692,-0.017720231666425335,0.02738743650337383,0.00040767340407299457,-0.012474827411815492
2007-09-17,-0.0046671543252457814,0.01830021460750464,-0.007252787495707458,0.01939095692131909,0.003189182665949808,-0.02096748680073257,-0.0195819439147652,0.030619130172455544,0.00081634521484375,-0.010891506566849563
2007-09-18,-0.0150840422949573,-0.002385706956271938,-0.013966750674189954,0.016732846871055473,0.011011725461756106,-0.035538262605720794,-0.012032411456464831,0.03625877269371769,-0.003668982880905003,-0.01570678174976914
2007-09-19,-0.016920848679597977,-0.012248993286651078,-0.01942813310502134,0.013766693631945826,0.011994437660105994,-0.02560730569405756,0.015167633503231803,0.05657736947565517,0.0008193550958088824,-0.012530293808016957
2007-09-20,-0.009634465776867551,-0.004067952000106123,-0.029293799166596135,0.0376712231830818,0.005347668698549857,-0.028697136981913007,0.022976238400741922,0.044598395987190176,-0.00939540631279423,-0.017024729428255392
2007-09-21,0.003625420729831408,0.00250526184175337,-0.022466957960009748,0.033576204398451326,-0.0025433891906232464,-0.022791846592840725,0.038772279619573746,0.03082540499522357,-0.011409970505271594,-0.011006948642714898
2007-09-24,0.008761254887909908,0.001377884723316125,-0.02435241352029438,0.018458468875037992,-0.012227558466233468,-0.032619677691082316,0.035627522861156447,0.03489804366207161,-0.011011437713011274,-0.010204081632653073
2007-09-25,0.016848006067437638,0.019806612058937523,-0.02041045902642602,0.008786679353240068,-0.027601790424483075,-0.04014896901036569,0.014032268278353799,0.026174133213897388,-0.010229132346033287,-0.013860584715474245
2007-09-26,0.018864960554951127,0.009300867859902917,-0.010356840594184069,0.007979836096723592,-0.030551192241102254,-0.03115023487862767,0.0007863375647974014,-0.006327075931074955,-0.00654931827316485,-0.0057353293946570405
2007-09-27,0.020163750718743767,0.0059420027503545025,0.015719966646021044,-0.0002750862503456686,-0.0256623399613356,-0.022839397470530987,0.0018281455510709144,-0.010791933534049836,-0.0008247611448937153,-0.01021241849162069
2007-09-28,0.019302399618308597,0.01904719986835013,0.009443643609268637,0.016173705523496285,-0.016835911349661226,-0.01269601346707283,-0.007257713341235261,-0.007034005055051695,-0.008656265038748168,-0.019967467815241835
2007-10-01,0.022547910309590913,0.0030160265450103196,0.00839570988080185,0.022412877337320225,-0.010664969818179326,-0.013716699114232456,0.014594771667446382,-0.015097452041589743,-0.007010312424492682,-0.01794455651889293
2007-10-02,0.028373840179499288,0.013686371028011735,0.015142910205250937,0.00027646401991132663,-0.0005713710795589577,-0.007564211448557234,0.017232372338364277,-0.02230623419627986,0.0016535348199928634,-0.008592511752552934
2007-10-03,0.02668803782122775,0.020371404245218327,0.011261492691715613,-0.001388867696126339,0.004017165413117363,-0.028399899343090285,-0.0005238464537404841,-0.020080493570134528,0.001236043623034977,-0.005321369893216632
2007-10-04,0.023088987820092388,0.013822589993684575,0.008133769182192108,0.002338456746578288,0.002391338362816686,-0.041686606734024356,-0.010166824385899553,-0.009672265933243773,0.0016508838746618348,0.0008247611448937153
2007-10-05,0.02273639503018976,0.009327921507650494,-0.004959450353384076,-0.0014964033077798922,-0.0059951598156395836,-0.04978596421742543,0.003916489004358592,0.003997926563758192,0.0074844204110577905,-0.0012366317544298955
2007-10-08,0.028034795744960483,0.010843523090702467,-0.0075382334569047416,-0.018538602412643712,-0.01744917153236014,-0.04494069151563307,-0.011045473973926745,0.012357510565338403,0.012458440116738023,0.005360790134705251
2007-10-09,0.01123265268164042,-0.008904460236128453,-0.011888797044080412,0.010228028740514983,-0.010830729512801174,-0.042025689893505525,-0.015657100222948306,0.015544447779709314,0.0024763258119928633,0.004133955322941585
2007-10-10,0.015775606935009234,-0.0018302500409852485,-0.00843644529951637,0.02030596736423096,-0.02014471481135449,-0.04318768893151226,-0.0018343735614285706,0.01656020086522958,-0.003292178033653892,-0.002060203686283346
2007-10-11,0.005309325003146403,-0.00557961295085474,-0.013222773794516751,0.014272003243146925,-0.007777069966704353,-0.0447663768643507,-0.014748521340201437,0.018519413539842988,-0.001236122211769941,0.0004127209686655142
2007-10-12,0.016260190988492074,-0.005719182053625982,-0.007362953498718738,0.016212463041872738,-0.01036200385139563,-0.08875212497981677,-0.05487647772390458,0.013137722173497401,-0.0012380841875205828,0.0062370698809735
2007-10-15,0.016859493898600197,0.011427864953162281,-0.0063484589548343795,0.03598511863061771,0.0004999182527889445,-0.08721710137887884,-0.05714287695946596,0.013542703559150882,-0.008613580463554538,0.0037375478767875947
2007-10-16,0.018584477596488957,0.024727104062948202,-0.004767289173889022,0.02777406636206159,-0.007700402240045978,-0.08696585326694473,-0.05710557272086525,0.007355199059136064,-0.0037052346313564133,-0.0012380841875205828
2007-10-17,0.033626917746776064,0.03817311134346868,0.005558682419599004,0.01553979525850191,-0.01335796987656579,-0.0698557298539485,-0.03386718063427696,-0.014480404639808264,-0.0012385953818062623,-0.004526695738951592
2007-10-18,0.04105609902362284,0.044398399650517506,0.012150803139782784,0.02827758401210967,-0.032717641016354326,-0.06906478983257547,-0.018444229605008022,-0.02297556853900562,-0.008250777948814902,-0.009476701190697878
2007-10-19,0.033799570875400864,0.056072166358725806,0.03229489809146724,0.014881360300961655,-0.022239793691715914,-0.06662706106553151,-0.01953767422926378,-0.048562811471775436,-0.008677726661186269,-0.009905067092544129
2007-10-22,0.02820960380246107,0.032371382981757124,0.032173412957575476,-0.007186597283919238,-0.027895607415832524,-0.06352547557402488,-0.008264441966000846,-0.06217342748975552,0.0008274910095382726,-0.007793217114409834
2007-10-23,0.04655473856402259,0.049909044831953686,0.03045162134639834,0.0014643318201499333,-0.037913459453304155,-0.08978208293542589,-0.020188040523140827,-0.04861607214559183,-0.006611563734210235,-0.010292300970651147
2007-10-24,0.036302284358397996,0.04524716590735611,0.026850149704490178,0.013691230108273889,-0.02206622115894341,-0.09993648260936527,-0.06385865551199443,-0.03275471484597703,-0.00785450722872505,-0.009083374054151383
2007-10-25,0.031489819195463786,0.03862982825127159,0.01772693683095672,0.00039472078022195767,0.0015365537619956848,-0.10181371646919035,-0.0781591135940346,-0.021697531965832573,-0.003743766604008769,-0.011963655565881748
